FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200123;2100;7,78105;;;
200123;2200;5,56534;;;
200123;2300;4,326;;;
200124;0000;1,98014;;;
200124;0100;2,81936;;;
200124;0200;2,98798;;;
200124;0300;1,2192;;;
200124;0400;1,63933;;;
200124;0500;7,37818;;;
200124;0600;11,3723;;;
200124;0700;10,2995;;;
200124;0800;5,00912;;;
200124;0900;3,47953;;;
200124;1000;2,55431;;;
200124;1100;1,53765;;;
200124;1200;1,13153;;;
200124;1300;1,17934;;;
200124;1400;13,6079;;;
200124;1500;1,8742;;;
200124;1600;1,63603;;;
200124;1700;2,03444;;;
200124;1800;3,80945;;;
200124;1900;14,0456;;;
200124;2000;40,996;;;
200124;2100;20,3284;;;
200124;2200;21,0761;;;
200124;2300;30,1512;;;
200125;0000;17,2818;;;
200125;0100;2,70131;;;
200125;0200;3,82087;;;
200125;0300;2,88015;;;
200125;0400;2,71507;;;
200125;0500;2,36295;;;
200125;0600;4,40435;;;
200125;0700;3,13905;;;
200125;0800;1,78528;;;
200125;0900;1,51061;;;
200125;1000;1,34343;;;
200125;1100;1,11555;;;
200125;1200;1,01122;;;
200125;1300;1;;;
200125;1400;1;;;
200125;1500;1,0947;;;
200125;1600;1;;;
200125;1700;1;;;
200125;1800;1,13842;;;
200125;1900;3,21556;;;
200125;2000;32,4075;;;
200125;2100;50,1019;;;
200125;2200;19,1891;;;
200125;2300;10,4526;;;
200126;0000;25,9172;;;
200126;0100;5,26686;;;
200126;0200;1,27389;;;
200126;0300;1,01571;;;
200126;0400;1,18937;;;
200126;0500;1,15572;;;
200126;0600;1,90786;;;
200126;0700;2,27068;;;
200126;0800;1,50336;;;
200126;0900;1,00548;;;
200126;1000;1;;;
200126;1100;1,06527;;;
200126;1200;1,14119;;;
200126;1300;1;;;
200126;1400;1;;;
200126;1500;1;;;
200126;1600;1,04247;;;
200126;1700;1;;;
200126;1800;1;;;
200126;1900;1,49149;;;
200126;2000;6,51002;;;
200126;2100;4,87938;;;
200126;2200;2,22875;;;
200126;2300;4,30163;;;
200127;0000;1,02226;;;
200127;0100;1,03434;;;
200127;0200;1;;;
200127;0300;1,0261;;;
200127;0400;2,06704;;;
200127;0500;1,74494;;;
200127;0600;3,62507;;;
200127;0700;4,14194;;;
200127;0800;2,41975;;;
200127;0900;1,3619;;;
200127;1000;1,768;;;
200127;1100;1,19822;;;
200127;1200;1,19008;;;
200127;1300;1,14202;;;
200127;1400;1,26735;;;
200127;1500;1,0019;;;
200127;1600;11,9593;;;
200127;1700;2,71815;;;
200127;1800;3,24492;;;
200127;1900;9,87483;;;
200127;2000;21,1143;;;
200127;2100;11,441;;;
200127;2200;16,9062;;;
200127;2300;12,2428;;;
200128;0000;14,244;;;
200128;0100;5,9163;;;
200128;0200;1,57956;;;
200128;0300;4,28459;;;
200128;0400;3,52011;;;
200128;0500;4,9366;;;
200128;0600;8,19829;;;
200128;0700;7,58701;;;
200128;0800;2,92823;;;
200128;0900;1,16334;;;
200128;1000;1;;;
200128;1100;1,78602;;;
200128;1200;1,74718;;;
200128;1300;1,04698;;;
200128;1400;1;;;
200128;1500;1;;;
200128;1600;11,2544;;;
200128;1700;5,76195;;;
200128;1800;3,91166;;;
200128;1900;4,19419;;;
200128;2000;8,47307;;;
200128;2100;7,58826;;;
200128;2200;3,19569;;;
200128;2300;1,62168;;;
200129;0000;2,16732;;;
200129;0100;1;;;
200129;0200;1;;;
200129;0300;1,54103;;;
200129;0400;1,20744;;;
200129;0500;1,85729;;;
200129;0600;4,4351;;;
200129;0700;6,35042;;;
200129;0800;;;;
200129;0900;;;;
200129;1000;;;;
200129;1100;3,52386;;;
200129;1200;1,64471;;;
200129;1300;3,07117;;;
200129;1400;3,68768;;;
200129;1500;6,36221;;;
200129;1600;1,71197;;;
200129;1700;1,43583;;;
200129;1800;2,15229;;;
200129;1900;4,24009;;;
200129;2000;17,4492;;;
200129;2100;7,1025;;;
200129;2200;8,14265;;;
200129;2300;10,9739;;;
200130;0000;9,54326;;;
200130;0100;3,21077;;;
200130;0200;3,77997;;;
200130;0300;4,95;;;
200130;0400;2,07985;;;
200130;0500;5,71421;;;
200130;0600;7,78852;;;
200130;0700;8,4635;;;
200130;0800;4,7588;;;
200130;0900;2,85172;;;
200130;1000;2,81187;;;
200130;1100;1,89231;;;
200130;1200;1,48892;;;
200130;1300;1,87641;;;
200130;1400;1,0488;;;
200130;1500;1,03466;;;
200130;1600;3,38855;;;
200130;1700;1,37388;;;
200130;1800;3,74682;;;
200130;1900;13,8964;;;
200130;2000;13,5712;;;
200130;2100;6,81823;;;
200130;2200;8,13626;;;
200130;2300;8,63365;;;
200131;0000;12,8275;;;
200131;0100;7,70037;;;
200131;0200;25,3101;;;
200131;0300;21,0129;;;
200131;0400;9,66576;;;
200131;0500;14,7463;;;
200131;0600;11,438;;;
200131;0700;8,46576;;;
200131;0800;4,04798;;;
200131;0900;2,84872;;;
200131;1000;2,29543;;;
200131;1100;1,44145;;;
200131;1200;1,27048;;;
200131;1300;2,35989;;;
200131;1400;1,48416;;;
200131;1500;1,66976;;;
200131;1600;1,97177;;;
200131;1700;2,32228;;;
200131;1800;2,96457;;;
200131;1900;16,7423;;;
200131;2000;14,5492;;;
200131;2100;12,1095;;;
200131;2200;6,00611;;;
200131;2300;11,3924;;;
200201;0000;9,95001;;;
200201;0100;24,4077;;;
200201;0200;25,7367;;;
200201;0300;22,6745;;;
200201;0400;19,4627;;;
200201;0500;20,0232;;;
200201;0600;24,2039;;;
200201;0700;28,0612;;;
200201;0800;21,2358;;;
200201;0900;3,32201;;;
200201;1000;1,3651;;;
200201;1100;1,03782;;;
200201;1200;1,0925;;;
200201;1300;15,7725;;;
200201;1400;2,0896;;;
200201;1500;1,84051;;;
200201;1600;2,19637;;;
200201;1700;1,73706;;;
200201;1800;1,87904;;;
200201;1900;2,24549;;;
200201;2000;1,55962;;;
200201;2100;7,87561;;;
200201;2200;1,50749;;;
200201;2300;2,4269;;;
200202;0000;1,52527;;;
200202;0100;1,07498;;;
200202;0200;3,00856;;;
200202;0300;3,51254;;;
200202;0400;3,88696;;;
200202;0500;2,7337;;;
200202;0600;2,16426;;;
200202;0700;1,23453;;;
200202;0800;1;;;
200202;0900;1;;;
200202;1000;1,03084;;;
200202;1100;1;;;
200202;1200;1;;;
200202;1300;1;;;
200202;1400;1,01887;;;
200202;1500;1;;;
200202;1600;2,41845;;;
200202;1700;2,15195;;;
200202;1800;4,1496;;;
200202;1900;4,16649;;;
200202;2000;5,3704;;;
200202;2100;6,18193;;;
200202;2200;5,63295;;;
200202;2300;5,21461;;;
200203;0000;5,68235;;;
200203;0100;4,21572;;;
200203;0200;4,10411;;;
200203;0300;2,61411;;;
200203;0400;2,10205;;;
200203;0500;6,40871;;;
200203;0600;8,25044;;;
200203;0700;7,04901;;;
200203;0800;3,29441;;;
200203;0900;1,04263;;;
200203;1000;1;;;
200203;1100;1,56808;;;
200203;1200;1,00772;;;
200203;1300;1,03708;;;
200203;1400;1;;;
200203;1500;1,44306;;;
200203;1600;4,61044;;;
200203;1700;3,97421;;;
200203;1800;3,79399;;;
200203;1900;2,86227;;;
200203;2000;2,99093;;;
200203;2100;5,66022;;;
200203;2200;5,54222;;;
200203;2300;3,05513;;;
200204;0000;3,50756;;;
200204;0100;3,08138;;;
200204;0200;1,16265;;;
200204;0300;1,02525;;;
200204;0400;4,06345;;;
200204;0500;13,9188;;;
200204;0600;18,5445;;;
200204;0700;17,5141;;;
200204;0800;7,81922;;;
200204;0900;6,94781;;;
200204;1000;3,26629;;;
200204;1100;1,40304;;;
200204;1200;1,22964;;;
200204;1300;1,07904;;;
200204;1400;1;;;
200204;1500;1,08314;;;
200204;1600;1,90887;;;
200204;1700;1,00573;;;
200204;1800;3,61231;;;
200204;1900;6,6944;;;
200204;2000;9,94637;;;
200204;2100;7,86338;;;
200204;2200;4,42123;;;
200204;2300;3,90151;;;
200205;0000;2,61171;;;
200205;0100;1,99824;;;
200205;0200;1,30104;;;
200205;0300;1;;;
200205;0400;1,08432;;;
200205;0500;1,57039;;;
200205;0600;4,98276;;;
200205;0700;4,73085;;;
200205;0800;1,81862;;;
200205;0900;1,41373;;;
200205;1000;1,12837;;;
200205;1100;1,25154;;;
200205;1200;1,27659;;;
200205;1300;1,09646;;;
200205;1400;1,05887;;;
200205;1500;1,07417;;;
200205;1600;1,80947;;;
200205;1700;3,65218;;;
200205;1800;4,14878;;;
200205;1900;4,54564;;;
200205;2000;6,72433;;;
200205;2100;4,01512;;;
200205;2200;4,28192;;;
200205;2300;3,84063;;;
200206;0000;5,64426;;;
200206;0100;4,52637;;;
200206;0200;1,05753;;;
200206;0300;1,12807;;;
200206;0400;3,20408;;;
200206;0500;16,0487;;;
200206;0600;25,8415;;;
200206;0700;29,9033;;;
200206;0800;18,6438;;;
200206;0900;4,07833;;;
200206;1000;3,70524;;;
200206;1100;2,98702;;;
200206;1200;2,23048;;;
200206;1300;1,2972;;;
200206;1400;1;;;
200206;1500;1,45193;;;
200206;1600;3,59514;;;
200206;1700;2,82487;;;
200206;1800;6,06068;;;
200206;1900;6,48399;;;
200206;2000;10,3593;;;
200206;2100;8,16885;;;
200206;2200;4,9554;;;
200206;2300;6,57597;;;
200207;0000;7,49361;;;
200207;0100;5,77974;;;
200207;0200;6,62054;;;
200207;0300;8,29185;;;
200207;0400;12,3329;;;
200207;0500;13,4556;;;
200207;0600;13,849;;;
200207;0700;6,33795;;;
200207;0800;3,85769;;;
200207;0900;2,55556;;;
200207;1000;2,0816;;;
200207;1100;1,95036;;;
200207;1200;1,68629;;;
200207;1300;1,04963;;;
200207;1400;1;;;
200207;1500;1,11293;;;
200207;1600;2,06771;;;
200207;1700;1,47689;;;
200207;1800;2,47322;;;
200207;1900;7,6869;;;
200207;2000;81,8147;;;
200207;2100;105,248;;;
200207;2200;109,074;;;
200207;2300;116,118;;;
200208;0000;133,117;;;
200208;0100;93,7216;;;
200208;0200;100,15;;;
200208;0300;74,7174;;;
200208;0400;44,6113;;;
200208;0500;36,8993;;;
200208;0600;42,2211;;;
200208;0700;13,2862;;;
200208;0800;2,75924;;;
200208;0900;2,40187;;;
200208;1000;2,49669;;;
200208;1100;6,24006;;;
200208;1200;1,75254;;;
200208;1300;1,30377;;;
200208;1400;;;;
200208;1500;24,2426;;;
200208;1600;2,3612;;;
200208;1700;1,04985;;;
200208;1800;1,88111;;;
200208;1900;8,69704;;;
200208;2000;7,84175;;;
200208;2100;3,75639;;;
200208;2200;12,0568;;;
200208;2300;18,6294;;;
200209;0000;18,3948;;;
200209;0100;13,3309;;;
200209;0200;12,1857;;;
200209;0300;13,9579;;;
200209;0400;14,254;;;
200209;0500;12,8002;;;
200209;0600;13,3699;;;
200209;0700;12,5965;;;
200209;0800;5,645;;;
200209;0900;2,49099;;;
200209;1000;1;;;
200209;1100;1;;;
200209;1200;1;;;
200209;1300;1;;;
200209;1400;1;;;
200209;1500;1;;;
200209;1600;1,06083;;;
200209;1700;2,52132;;;
200209;1800;2,58072;;;
200209;1900;3,92889;;;
200209;2000;9,6225;;;
200209;2100;9,74226;;;
200209;2200;11,8622;;;
